Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04,Colour_p4_05,Colour_p4_06,Colour_p4_07,Colour_p4_08,Colour_p4_09,Colour_p4_10
6.150,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.160,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.170,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.180,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.190,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.200,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.210,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.220,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.230,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.240,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.250,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.260,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.270,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.280,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.290,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.300,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.310,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.320,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.330,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.340,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.350,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.360,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.370,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.380,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.390,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.400,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.410,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.420,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.430,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.440,2.000,2.000,3.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.450,2.000,2.000,3.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
6.460,2.000,2.000,3.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
6.470,2.000,2.000,3.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
6.480,3.000,3.000,3.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
6.490,3.000,3.000,3.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
6.500,3.000,3.000,3.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
6.510,3.000,3.000,3.000,2.000,2.000,6.000,2.000,3.000,3.000,2.000,
6.520,3.000,3.000,3.000,2.000,3.000,6.000,2.000,3.000,3.000,2.000,
6.530,3.000,3.000,3.000,2.000,3.000,6.000,2.000,3.000,3.000,2.000,
6.540,3.000,3.000,3.000,2.000,3.000,6.000,2.000,3.000,3.000,2.000,
6.550,3.000,3.000,3.000,2.000,3.000,6.000,2.000,3.000,3.000,2.000,
6.560,3.000,3.000,3.000,2.000,3.000,6.000,2.000,3.000,3.000,3.000,
6.570,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.580,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.590,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.600,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.610,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.620,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.630,3.000,3.000,3.000,2.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.640,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.650,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.660,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.670,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.680,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.690,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.700,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.710,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.720,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.730,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.740,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.750,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.760,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.770,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.780,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.790,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.800,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.810,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.820,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.830,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.840,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.850,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.860,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.870,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.880,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.890,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.900,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.910,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.920,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.930,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.940,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.950,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.960,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.970,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.980,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
6.990,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
7.000,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
7.010,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
7.020,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
7.030,3.000,3.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.040,3.000,3.000,3.000,3.000,3.000,6.000,3.000,3.000,3.000,3.000,
7.050,3.000,3.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.060,3.000,3.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.070,3.000,2.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.080,3.000,2.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.090,3.000,2.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.100,3.000,2.000,3.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.110,3.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.120,3.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.130,3.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.140,2.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.150,2.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,3.000,
7.160,2.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,2.000,
7.170,2.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,2.000,
7.180,2.000,2.000,2.000,3.000,2.000,6.000,3.000,3.000,3.000,2.000,
7.190,2.000,2.000,2.000,3.000,2.000,6.000,2.000,2.000,3.000,2.000,
7.200,2.000,2.000,2.000,3.000,2.000,6.000,2.000,2.000,3.000,2.000,
7.210,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
7.220,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,3.000,2.000,
7.230,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.240,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.250,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.260,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.270,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.280,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.290,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.300,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.310,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.320,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.330,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.340,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.350,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.360,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.370,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.380,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.390,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.400,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.410,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.420,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.430,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.440,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.450,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.460,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.470,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.480,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.490,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.500,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.510,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.520,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.530,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.540,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.550,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.560,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.570,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.580,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.590,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.600,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.610,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.620,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.630,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.640,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.650,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.660,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.670,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.680,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.690,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.700,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.710,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.720,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.730,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.740,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.750,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.760,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.770,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.780,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.790,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.800,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.810,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.820,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.830,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.840,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.850,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.860,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.870,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.880,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.890,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.900,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.910,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.920,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.930,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.940,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.950,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.960,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.970,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.980,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
7.990,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.000,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.010,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.020,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.030,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.040,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.050,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.060,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.070,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.080,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.090,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.100,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.110,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.120,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.130,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.140,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.150,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.160,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.170,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.180,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.190,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.200,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.210,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.220,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.230,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.240,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.250,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.260,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.270,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.280,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.290,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.300,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.310,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.320,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.330,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.340,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.350,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.360,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.370,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.380,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.390,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.400,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.410,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.420,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.430,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.440,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.450,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.460,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.470,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.480,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.490,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.500,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.510,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.520,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.530,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.540,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.550,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.560,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.570,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.580,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.590,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.600,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.610,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.620,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.630,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.640,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.650,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.660,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.670,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.680,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.690,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
8.700,2.000,2.000,2.000,2.000,4.000,6.000,2.000,2.000,2.000,2.000,
8.710,2.000,4.000,2.000,2.000,4.000,6.000,2.000,6.000,2.000,2.000,
8.720,2.000,4.000,2.000,2.000,4.000,6.000,4.000,6.000,2.000,2.000,
8.730,2.000,4.000,2.000,2.000,4.000,6.000,4.000,6.000,2.000,2.000,
8.740,4.000,4.000,2.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.750,4.000,4.000,2.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.760,4.000,4.000,2.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.770,4.000,4.000,2.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.780,4.000,4.000,6.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.790,4.000,4.000,6.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.800,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,2.000,2.000,
8.810,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,6.000,2.000,
8.820,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,6.000,2.000,
8.830,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,4.000,2.000,
8.840,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,4.000,2.000,
8.850,4.000,4.000,4.000,2.000,4.000,6.000,4.000,4.000,4.000,2.000,
8.860,4.000,4.000,4.000,6.000,4.000,6.000,4.000,4.000,4.000,2.000,
8.870,4.000,4.000,4.000,6.000,4.000,6.000,4.000,4.000,4.000,2.000,
8.880,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.890,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.900,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.910,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.920,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.930,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.940,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.950,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.960,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.970,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.980,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
8.990,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.000,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.010,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.020,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.030,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.040,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.050,4.000,4.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.060,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,6.000,4.000,
9.070,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.080,4.000,4.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.090,4.000,6.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.100,4.000,6.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.110,4.000,6.000,4.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.120,4.000,6.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.130,4.000,6.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.140,4.000,6.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.150,4.000,6.000,6.000,4.000,4.000,6.000,6.000,4.000,4.000,4.000,
9.160,6.000,6.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.170,6.000,6.000,6.000,4.000,4.000,6.000,4.000,4.000,4.000,4.000,
9.180,4.000,6.000,6.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,
9.190,4.000,6.000,2.000,4.000,4.000,4.000,4.000,4.000,4.000,6.000,
9.200,4.000,6.000,2.000,4.000,4.000,4.000,4.000,4.000,4.000,6.000,
9.210,4.000,2.000,2.000,4.000,4.000,2.000,4.000,4.000,4.000,6.000,
9.220,4.000,2.000,2.000,4.000,4.000,2.000,2.000,4.000,4.000,6.000,
9.230,4.000,2.000,2.000,4.000,4.000,2.000,2.000,2.000,4.000,6.000,
